ID;VERSION;VERSION_TIME;NAME;BRAND;STREET;HOUSE_NUMBER;POST_CODE;PLACE;PUBLIC_HOLIDAY_IDENTIFIER;LAT;LNG
c3fba0e2-9deb-40f1-8c59-ce0b983b1909;1;"2013-07-31 13:28:07.000000";"KAISERSLAUTERN - KANTSTRASSE 64";Agip;Kantstrasse;64;67663;Kaiserslautern;deRP;49.43216;7.7810499
f0a63434-d85b-4a06-a583-11724f884450;1;"2013-07-31 13:28:07.000000";"BIETIGHEIM - BADENSTR. 6";Agip;Badenstr.;6;76467;Bietigheim;deBW;48.9002517;8.2490417
f398cc71-feea-49b8-8857-a6e0160cde31;1;"2013-07-31 13:28:07.000000";"BAD DUERKHEIM - WEINSTRASSE NORD 57";Agip;"Weinstrasse Nord";57;67098;"Bad Duerkheim";deRP;49.4609799;8.16238
f435506c-f7db-4b95-a46a-6468d98d09bc;1;"2013-07-31 13:28:07.000000";"MARNHEIM HAUPTSTRASSE";Agip;"Hauptstr. (B47)";1a;67297;Marnheim;deRP;49.6293599;8.0357199
fc4f43dd-2ee2-48da-9c2e-5f6f734a83b6;1;"2013-07-25 14:23:52.000000";"Aral Tankstelle";ARAL;"Monzinger Straße";102-104;55566;"Bad Sobernheim";\N;49.787674;7.6393319
241d5158-b5d4-4363-befa-18773b73abb5;1;"2013-07-25 14:24:30.000000";"Aral Tankstelle";ARAL;Friedenstraße;2a;76767;Hagenbach;\N;49.02205;8.2515429
d8d6b0c9-bbe3-42e3-a5c6-f56d5831cfa5;1;"2013-07-25 14:24:28.000000";"Aral Tankstelle";ARAL;Rheinstraße;47-49;67574;Osthofen;\N;49.7046431;8.3334749
49151e78-2696-43e7-a882-6f9522c29916;1;"2013-07-25 14:24:28.000000";"Aral Tankstelle";ARAL;"Saarbrücker Straße";56;67742;Lauterecken;\N;49.6500549;7.5842299
67278a88-ffa7-4007-a383-37262cb6bcf2;1;"2013-07-25 14:24:28.000000";"Aral Tankstelle";ARAL;Hauptstraße;77a;67685;Weilerbach;\N;49.4775543;7.6379789
09c3e387-1b81-4c37-8b4b-a8dc01a38ca2;1;"2013-07-25 14:24:29.000000";"Aral Tankstelle";ARAL;Speyerer-Straße;105a;67117;Limburgerhof;\N;49.4219627;8.394073
e707bd23-1806-420a-9909-b14c1e221775;1;"2013-07-25 14:24:29.000000";"Aral Tankstelle";ARAL;"Kirchheimer Straße";51-53;67269;Grünstadt;\N;49.559288;8.170279
dea32847-27c8-4f69-aff8-e56a6b918a12;1;"2013-07-25 14:24:29.000000";"Aral Tankstelle";ARAL;Gaustraße;156;67549;Worms;\N;49.6461563;8.349439
d8ed2fee-5ca2-40de-b333-efb8456dcf7c;1;"2013-07-25 14:24:29.000000";"Aral Tankstelle";ARAL;Branchweilerhofstraße;;67433;Neustadt;\N;49.3507099;8.163982
ba98b98c-52f3-420d-b157-37c7cf89e544;1;"2013-07-25 14:24:31.000000";"Aral Tankstelle";ARAL;Ebertstraße;32;76137;Karlsruhe;\N;48.9951439;8.3895389
6f2391a3-1c74-46b5-bdf0-e00467eca0ab;1;"2013-07-25 14:24:31.000000";"Aral Tankstelle";ARAL;"Landauer Straße";11;76877;Offenbach;\N;49.1943778;8.1875269
acbd1515-cc0e-4c35-a49b-4f8a138982b2;1;"2013-07-25 14:24:33.000000";"Aral Tankstelle";ARAL;"Breslauer Straße";2;67245;Lambsheim;\N;49.50482;8.2913969
2f745ce5-ebc5-4164-987d-4adbd2b21390;1;"2013-07-25 14:24:33.000000";"Aral Tankstelle";ARAL;"Alzeyer Straße";71;67549;Worms;\N;49.6322936;8.3419609
45f01489-238e-4d5a-ba33-d95fa81d617f;1;"2013-07-25 14:24:33.000000";"Aral Tankstelle";ARAL;"Harxheimer Straße";1;67591;Wachenheim;\N;49.6366844;8.1643109
20f7558b-fa2a-4de8-b2a7-58f534d2c0d7;1;"2013-07-25 14:24:33.000000";"Aral Tankstelle";ARAL;Odenwaldstraße;7;67551;Worms-Pfeddersheim;\N;49.6343346;8.280931
a4885036-aac6-4d7b-8c8d-51257a86c29d;1;"2013-07-25 14:24:33.000000";"Aral Tankstelle";ARAL;Bezirksstraße;16;67122;Altrip;\N;49.434967;8.484531
d3b397af-5b06-47c7-b3a1-deb3f835ff7e;1;"2013-07-25 14:25:47.000000";"Aral Tankstelle";ARAL;Weinstraße;90;67278;Bockenheim;\N;49.608467;8.1816429
ae352384-e0d1-4079-aebc-ecff4f27ebcd;1;"2013-07-25 14:25:47.000000";"Aral Tankstelle";ARAL;"Mannheimer Straße";112;67098;"Bad Dürkheim";\N;49.46323;8.186616
338988f0-73da-4db4-8f5f-60865c7f3a04;2;"2013-08-02 03:44:20.000000";"Aral Tankstelle";ARAL;"Zweibrücker Straße";130;66954;Pirmasens;\N;49.21394;7.5974539
b12bf789-1d71-435e-85f5-99852fa6722d;2;"2013-08-02 03:44:20.000000";"Aral Tankstelle";ARAL;Hauptstraße;10;67697;Otterberg;\N;49.4992064;7.7727719
2311a16f-1093-427b-8649-a42e24ad58b0;2;"2013-08-02 03:44:20.000000";"Aral Tankstelle";ARAL;Hauptstraße;73;67734;Katzweiler;\N;49.5046499;7.6923979
76165ca6-3b50-4d24-854a-f079f26321e8;3;"2013-08-23 04:34:23.000000";"Aral Tankstelle";ARAL;Prälat-Caire-Straße;14;67071;Ludwigshafen;\N;49.49206;8.383311
3351c003-c3ee-4e84-922a-d7901fc7b2a6;3;"2013-08-23 04:34:23.000000";"Aral Tankstelle";ARAL;Brunckstraße;100;67063;Ludwigshafen;\N;49.5038071;8.4125999
11499e44-ea4b-4392-bcf0-68d4a1e689b9;3;"2013-08-23 04:34:23.000000";"Aral Tankstelle";ARAL;Industriestraße;5a;67346;Speyer;\N;49.30973;8.444535
b7a65da4-a0f3-4339-b72b-5d951ac03c73;3;"2013-08-23 04:34:23.000000";"Aral Tankstelle";ARAL;"Mainzer Straße";117;67657;Kaiserslautern;\N;49.4557532;7.795879
87a7fab0-1458-42f6-989c-8b78b81e8d6a;3;"2013-08-23 04:34:23.000000";"Aral Tankstelle";ARAL;"Mainzer Straße";140;67547;Worms;\N;49.6547356;8.3593949
51d4b599-a095-1aa0-e100-80009459e03a;796;"2015-09-28 21:00:13.000000";"JET KARLSRUHE HAID-UND-NEU-STR. 30 A";JET;"HAID-UND-NEU-STR. 30 A";\N;76131;KARLSRUHE;\N;49.0131;8.42848
9e737970-c96e-4471-b0a2-b992f9a67666;5;"2015-08-31 14:01:32.000000";"KARLSRUHE - NEUREUTER STR. 5";Agip;"Neureuter Str.";5;76185;Karlsruhe;deBW;49.01733;8.35405
f1368b84-91b1-47a4-bf76-3dc2992c0add;3;"2013-08-23 04:34:47.000000";"Aral Tankstelle";ARAL;Nibelungenstraße;197;68642;Bürstadt;\N;49.6457253;8.4732769
e9d458c1-7df8-47a5-b959-1e8231d8b767;3;"2013-08-23 04:34:47.000000";"Aral Tankstelle";ARAL;"Pariser Straße";202;67663;Kaiserslautern;\N;49.44062;7.742649
826413ee-b130-4e06-bb16-ac44013380ad;3;"2013-08-23 04:34:47.000000";"Aral Tankstelle";ARAL;Kaiserstraße;110;66849;Landstuhl;\N;49.4140052;7.5824629
d4d2ffc7-db50-4dc2-89a7-f10eb0d391b8;3;"2013-08-23 04:34:47.000000";"Aral Tankstelle";ARAL;"Bischheimer Straße";9;67292;Kirchheimbolanden;\N;49.66857;8.02008
f2d46ca3-641b-44c3-8fe5-3c047026973f;3;"2013-08-23 04:34:47.000000";"Aral Tankstelle";ARAL;"Frankenthaler Straße";86;68307;Mannheim;\N;49.5501136;8.449075
d366d4bb-f334-4a39-8d1e-008da3b3c9f7;3;"2013-08-23 04:34:48.000000";"Aral Tankstelle";ARAL;Rheinstraße;128;76870;Kandel;\N;49.085266;8.2102039
7aba81ed-e67c-4015-9d32-fac5682e826f;3;"2013-08-23 04:34:48.000000";"Aral Tankstelle";ARAL;Amalienstraße;55/59;76133;Karlsruhe;\N;49.0092162;8.3908729
1c9212bc-bf5e-424d-a1f5-5b628dc146b5;3;"2013-08-23 04:34:48.000000";"Aral Tankstelle";ARAL;Kaiserallee;12G;76133;Karlsruhe;\N;49.0113144;8.3750619
4648e422-3136-4019-8c68-3a11e4d099c1;3;"2013-08-23 04:35:27.000000";"Aral Tankstelle";ARAL;"Karlsruher Straße";50a;76275;Ettlingen;\N;48.9573746;8.406625
b344c82c-b7aa-4afa-8d47-af9219038847;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;Mahlastraße;37;67227;Frankenthal;\N;49.5260499;8.3549319
8c36f834-0060-4623-8213-6f6eb98cd69a;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;Hafenstraße;19-21;68159;Mannheim;\N;49.4940567;8.4570629
530cb248-0cec-43b6-9057-2d5179deb386;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;"Oppauer Straße";125;67069;Ludwigshafen;\N;49.5340199;8.3888569
733da493-02a3-4356-928e-2ec8653b89c6;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;Heinigstraße;69;67059;Ludwigshafen;\N;49.4815024;8.4393709
7ffcab6b-358a-4309-ace7-92cd8a20bc81;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;Steubenstraße;48;68163;Mannheim;\N;49.4607;8.478433
1c601715-a0f0-468c-8691-c8195f2dc633;3;"2013-08-23 04:35:28.000000";"Aral Tankstelle";ARAL;"Landauer Straße";65;67346;Speyer;\N;49.3089332;8.4239429
9bdc3748-a7ea-4b57-80e1-e22f138bc2b0;3;"2013-08-23 04:35:32.000000";"Aral Tankstelle";ARAL;Waldstraße;48-56;68305;Mannheim;\N;49.52823;8.4899839
14b4abb5-6732-44df-917c-8097c29c80a8;5;"2015-05-04 16:44:31.000000";"Aral Tankstelle";ARAL;Lauterstraße;1;67731;Otterbach;\N;49.4828376;7.730862
d2afa379-0a73-4ca4-b9ac-411705fa738d;2;"2013-08-29 04:21:44.000000";"Aral Tankstelle";ARAL;"Zeiskamer Straße";63;76756;Bellheim;\N;49.1955799;8.2774979
3a065ea6-9fb3-4ab9-a5fd-9d8c7f64686a;34;"2015-04-13 20:25:06.000000";"Rockenhausen Kaiserslauterer Str. 11a";HEM;"Kaiserslauterer Str.";11a;67806;Rockenhausen;deRP;49.622818;7.8188519
8c34683e-aecb-45d8-bd38-f8356dd01ed2;2;"2013-09-11 04:06:59.000000";"Aral Tankstelle";ARAL;"Durlacher Allee";46;76131;Karlsruhe;\N;49.0076299;8.42285
f35ba2a2-964a-43ce-af2b-d22a6b0d53c9;16;"2015-08-27 20:00:04.000000";Blankenloch;BFT;"Lorenzstr. ";1;76297;Stutensee-Blankenloch;\N;49.076354;8.459837
bb262a44-fcd8-4558-bf11-e118f6d96a5d;9;"2015-04-27 12:00:04.000000";"Esso Tankstelle";ESSO;"BAHNHOFSTR. 42";" ";76744;WOERTH;\N;49.0470159;8.2716589
1ea13819-7ab5-4db7-930b-0ebfa74bf884;16;"2015-08-27 20:00:04.000000";Bruchhausen;BFT;"Landstr. ";1;76275;Ettlingen;\N;48.926729;8.3696509
f34f9241-6f55-48c6-aa4c-ee19f7272a22;23;"2015-08-27 20:00:04.000000";"Schmidt e. K.";BFT;Fuerst-Dominik-Str.;2;55758;Sien;\N;49.69482;7.5053499
53bd78c2-d1ce-49e4-a4a9-25b90d920b7f;24;"2015-08-27 20:00:04.000000";Durlach;BFT;"Auer Str. ";50;76227;Karlsruhe;\N;48.9951009;8.4624769
09a554ed-2565-47ee-87e4-cae0e39db53a;16;"2015-08-27 20:00:04.000000";Eggenstein;BFT;"Landstr. ";19;76344;Eggenstein;\N;49.082988;8.394477
26a8cf8b-6dc6-40a5-a77a-35056bb03278;16;"2015-08-27 20:00:04.000000";Rüppurr;BFT;"Battstr. ";2;76199;Karlsruhe;\N;48.966076;8.4052919
0a04c648-965f-45b0-9470-b05db049ed70;18;"2015-08-27 20:00:04.000000";"EFA Tankstellenbetriebe und Mineralölhandel GmbH";BFT;Hertzstraße;2;76275;Ettlingen;\N;48.94733;8.3826
f42f62ad-05df-42a7-ba25-ba0403762785;16;"2015-08-27 20:00:04.000000";Eggenstein;BFT;Hauptstr.;123;76344;Eggenstein;\N;49.0734899;8.39201
51d4b5b6-a095-1aa0-e100-80009459e03a;796;"2015-09-28 21:00:13.000000";"JET ANNWEILER ZWEIBRUECKER STR.";JET;"ZWEIBRUECKER STR.";\N;76855;ANNWEILER;\N;49.2043;7.95371
a0ad7e17-ff61-47cf-80b9-c17183527ee5;24;"2015-08-27 20:00:04.000000";"Zens Mineraloelhandels-GmbH";"Freie Tankstelle";"Obere Hardt ";1;76467;Bietigheim;\N;48.8899299;8.2668999
9b81b226-01ca-4065-b68e-ad616adcd293;17;"2015-09-20 12:32:34.000000";"AVIA Phillipsburg-Rheinsheim";AVIA;"Oskar-Frey-Str. ";30;76661;Phillipsburg;\N;49.2327;8.4168299
00060982-0001-4444-8888-acdcffffffff;5;"2014-11-03 00:00:06.000000";"Tankstelle Heinz";"Tankstelle Heinz";Fettweißstrasse;8;76189;Karlsruhe;\N;49.0089912;8.3274402
